date,region,product,customer,quantity,unit_price,revenue,cost,profit
2023-07-15,East,Widget A,Customer 4,19,23.02,437.36,244.52,192.84
2023-07-15,North,Widget B,Customer 16,7,36.53,255.73,178.94,76.79
2023-07-17,West,Gizmo Lite,Customer 33,23,163.52,3761.06,2038.42,1722.64
2023-07-17,South,Widget A,Customer 9,6,25.98,155.87,104.69,51.18
2023-07-18,South,Widget B,Customer 14,5,43.85,219.25,120.87,98.38
2023-07-18,South,Widget A,Customer 24,8,25.81,206.45,104.81,101.64
2023-07-20,East,Widget A,Customer 34,16,22.64,362.23,226.86,135.37
2023-07-20,East,Widget A,Customer 39,10,27.47,274.73,174.68,100.05
2023-07-20,Central,Gizmo Pro,Customer 17,13,328.24,4267.18,2793.76,1473.42
2023-07-20,Central,Gadget Y,Customer 35,17,86.73,1474.39,1019.05,455.34
2023-07-21,West,Gizmo Lite,Customer 27,13,136.47,1774.17,954.88,819.29
2023-07-22,South,Gizmo Lite,Customer 25,22,151.19,3326.11,2147.3,1178.81
2023-07-23,North,Gadget X,Customer 3,18,116.63,2099.43,1220.11,879.32
2023-07-23,North,Gizmo Lite,Customer 9,15,161.4,34560.05825391911,1524.55,33035.51
2023-07-24,North,Gizmo Lite,Customer 3,21,163.03,3423.68,1853.26,1570.42
2023-07-24,East,Gizmo Pro,Customer 5,10,311.1,3111.0,1995.86,1115.14
2023-07-25,South,Widget B,Customer 40,4,38.49,153.97,93.0,60.97
2023-07-26,South,Gadget Y,Customer 30,21,99.32,2085.64,1352.62,733.02
2023-07-26,South,Widget A,Customer 6,23,23.35,536.94,310.33,226.61
2023-07-26,West,Gizmo Lite,Customer 2,11,141.39,1555.28,820.06,735.22
2023-07-27,East,Gizmo Pro,Customer 2,22,314.21,6912.61,4149.0,2763.61
2023-07-27,South,Widget A,Customer 17,22,23.55,518.0,267.77,250.23
2023-07-28,Central,Gizmo Lite,Customer 8,22,151.87,3341.12,2310.47,1030.65
2023-07-28,North,Gadget X,Customer 5,23,123.9,2849.74,1885.23,964.51
2023-07-29,Central,Widget A,Customer 12,8,27.19,217.56,128.48,89.08
2023-07-30,North,Widget B,Customer 27,19,40.14,762.74,382.51,380.23
2023-07-30,West,Widget A,Customer 11,2,26.61,53.22,31.5,21.72
2023-08-01,West,Gizmo Pro,Customer 24,4,289.92,1159.68,752.5,407.18
2023-08-01,West,Gadget Y,Customer 28,14,90.04,1260.52,744.02,516.5
2023-08-02,Central,Widget A,Customer 2,12,22.68,272.16,186.53,85.63
2023-08-03,North,Gadget Y,Customer 25,9,88.87,799.86,546.33,253.53
2023-08-03,East,Gadget X,Customer 18,15,111.43,1671.48,1090.31,581.17
2023-08-04,West,Gizmo Lite,Customer 34,18,164.19,2955.47,1820.64,1134.83
2023-08-06,North,Gizmo Lite,Customer 16,7,144.69,1012.86,616.65,396.21
2023-08-06,South,Gizmo Lite,Customer 18,17,159.93,2718.75,1829.51,889.24
2023-08-07,East,Gizmo Lite,Customer 23,20,148.58,2971.69,1651.48,1320.21
2023-08-07,North,Gizmo Lite,Customer 20,9,137.76,10571.559911672937,768.48,9803.08
2023-08-08,North,Widget A,Customer 15,10,23.37,233.74,133.74,100.0
2023-08-09,West,Gadget Y,Customer 10,6,102.77,616.61,405.14,211.47
2023-08-09,Central,Widget B,Customer 9,15,36.53,547.88,334.14,213.74
2023-08-10,South,Widget B,Customer 7,1,38.58,38.58,26.91,11.67
2023-08-11,West,Gizmo Lite,Customer 24,24,137.48,3299.57,1969.54,1330.03
2023-08-11,East,Widget A,Customer 38,21,25.96,545.21,319.49,225.72
2023-08-11,Central,Gizmo Pro,Customer 30,14,290.12,4061.63,2085.25,1976.38
2023-08-12,West,Gadget X,Customer 9,22,123.34,2713.45,1541.76,1171.69
2023-08-13,East,Gizmo Lite,Customer 2,21,149.68,3143.36,2191.33,952.03
2023-08-15,West,Gizmo Pro,Customer 14,4,322.27,1289.09,842.05,447.04
2023-08-16,South,Gadget X,Customer 7,19,112.44,2136.45,1142.62,993.83
2023-08-16,East,Gadget Y,Customer 15,8,88.35,706.79,385.8,320.99
2023-08-16,North,Gadget Y,Customer 18,11,88.15,969.6,588.05,381.55
2023-08-17,South,Gadget X,Customer 20,18,111.99,2015.81,1095.31,920.5
2023-08-17,East,Gizmo Pro,Customer 26,14,308.68,4321.59,2359.44,1962.15
2023-08-17,North,Gizmo Lite,Customer 34,8,163.12,1305.0,833.09,471.91
2023-08-18,North,Widget A,Customer 11,10,25.24,252.45,135.78,116.67
2023-08-18,South,Gizmo Lite,Customer 8,2,145.5,291.0,183.05,107.95
2023-08-19,Central,Widget B,Customer 40,9,39.67,356.99,245.97,111.02
2023-08-19,West,Gizmo Lite,Customer 22,23,160.5,3691.59,2059.28,1632.31
2023-08-20,North,Gadget X,Customer 14,16,109.08,1745.23,1089.91,655.32
2023-08-20,East,Gadget X,Customer 34,8,129.48,1035.86,649.83,386.03
2023-08-20,East,Gadget Y,Customer 7,11,102.75,1130.22,790.38,339.84
2023-08-21,North,Widget B,Customer 19,15,39.36,590.38,353.86,236.52
2023-08-23,North,Gadget X,Customer 16,5,128.75,643.73,397.43,246.3
2023-08-23,Central,Widget A,Customer 39,4,26.14,104.55,54.68,49.87
2023-08-23,West,Gadget X,Customer 14,10,123.23,1232.31,759.63,472.68
2023-08-24,East,Gizmo Pro,Customer 31,13,327.86,4262.2,2270.67,1991.53
2023-08-24,West,Gizmo Pro,Customer 33,0,320.97,0.0,2928.39,-2928.39
2023-08-25,South,Gizmo Pro,Customer 17,7,276.61,1936.26,1118.97,817.29
2023-08-26,East,Gadget Y,Customer 29,18,102.09,1837.69,940.81,896.88
2023-08-26,North,Gadget X,Customer 35,9,127.8,1150.24,728.4,421.84
2023-08-26,East,Widget B,Customer 20,6,42.35,254.08,143.14,110.94
2023-08-27,North,Widget A,Customer 29,7,23.21,162.5,103.74,58.76
2023-08-27,East,Widget B,Customer 10,24,37.24,893.76,565.65,328.11
2023-08-30,Central,Widget A,Customer 12,22,26.04,572.94,340.74,232.2
2023-08-31,West,Gizmo Lite,Customer 37,2,155.75,311.51,197.76,113.75
2023-08-31,North,Gizmo Pro,Customer 36,24,276.72,6641.34,3849.13,2792.21
2023-09-03,East,Gizmo Lite,Customer 23,10,156.91,1569.15,827.05,742.1
2023-09-03,West,Gizmo Pro,Customer 10,23,278.23,6399.21,3884.72,2514.49
2023-09-03,South,Gizmo Pro,Customer 26,3,285.37,856.12,532.77,323.35
2023-09-04,West,Gadget Y,Customer 26,14,103.77,1452.77,855.64,597.13
2023-09-06,East,Gizmo Pro,Customer 26,19,285.62,5426.86,3623.41,1803.45
2023-09-07,North,Gizmo Lite,Customer 25,21,152.51,3202.67,1851.22,1351.45
2023-09-07,West,Gadget Y,Customer 11,8,101.97,815.76,553.73,262.03
2023-09-07,West,Widget A,Customer 27,14,22.76,318.58,175.7,142.88
2023-09-08,South,Widget A,Customer 12,24,24.6,590.3,308.53,281.77
2023-09-08,North,Widget B,Customer 7,1,37.85,37.85,24.27,13.58
2023-09-08,West,Widget B,Customer 18,6,43.7,262.18,136.83,125.35
2023-09-09,South,Widget B,Customer 6,18,40.77,733.84,475.47,258.37
2023-09-10,Central,Gizmo Lite,Customer 14,23,150.94,3471.57,2236.05,1235.52
2023-09-10,South,Widget A,Customer 3,18,25.28,455.11,312.77,142.34
2023-09-10,Central,Gadget Y,Customer 31,14,88.14,1234.03,838.71,395.32
2023-09-10,South,Widget A,Customer 27,10,22.73,227.33,157.94,69.39
2023-09-10,West,Gadget X,Customer 1,14,112.12,1569.68,1038.45,531.23
2023-09-11,East,Gizmo Lite,Customer 17,13,158.48,2060.21,1053.24,1006.97
2023-09-13,North,Widget A,Customer 13,1,22.78,22.78,12.55,10.23
2023-09-16,East,Widget A,Customer 1,5,23.52,117.62,76.26,41.36
2023-09-17,South,Gadget Y,Customer 22,22,96.51,2123.33,1254.0,869.33
2023-09-17,East,Gadget X,Customer 15,6,131.79,790.72,513.53,277.19
2023-09-18,South,Gizmo Lite,Customer 9,2,160.83,4166.940561360533,174.95,3991.99
2023-09-18,East,Gizmo Lite,Customer 32,8,142.95,1143.61,576.6,567.01
2023-09-19,West,Gizmo Pro,Customer 3,17,312.07,5305.19,3424.03,1881.16
2023-09-19,West,Gadget X,Customer 12,13,121.59,1580.66,792.31,788.35
2023-09-19,Central,Widget B,Customer 17,12,40.83,489.99,333.92,156.07
2023-09-21,North,Gizmo Lite,Customer 32,24,159.21,3820.93,2646.11,1174.82
2023-09-22,East,Gizmo Lite,Customer 22,22,159.67,3512.67,2285.24,1227.43
2023-09-24,East,Gizmo Lite,Customer 14,10,157.78,1577.8,946.82,630.98
2023-09-24,North,Gadget X,Customer 2,24,131.16,3147.8,1746.11,1401.69
2023-09-24,East,Gadget X,Customer 34,4,120.41,481.64,252.1,229.54
2023-09-24,East,Gadget Y,Customer 9,2,95.54,191.09,108.33,82.76
2023-09-25,North,Widget B,Customer 26,15,36.35,545.3,336.81,208.49
2023-09-25,West,Gadget Y,Customer 5,17,88.05,1496.79,757.01,739.78
2023-09-25,East,Gadget X,Customer 36,20,121.18,2423.68,1662.54,761.14
2023-09-26,East,Gadget Y,Customer 10,7,99.09,693.64,384.44,309.2
2023-09-26,West,Gizmo Lite,Customer 4,11,162.92,1792.11,1138.39,653.72
2023-09-27,South,Gadget X,Customer 5,17,110.36,1876.12,1106.64,769.48
2023-09-27,West,Gadget Y,Customer 24,19,98.92,1879.44,1140.55,738.89
2023-09-27,West,Gizmo Lite,Customer 23,8,160.34,1282.69,833.06,449.63
2023-09-28,East,Gizmo Pro,Customer 12,20,284.92,5698.47,2866.9,2831.57
2023-09-29,East,Gizmo Pro,Customer 22,23,272.86,6275.85,3848.4,2427.45
2023-10-02,North,Widget A,Customer 13,13,24.09,313.12,204.55,108.57
2023-10-03,Central,Gizmo Pro,Customer 9,23,326.13,7501.02,5119.01,2382.01
2023-10-04,North,Widget B,Customer 33,21,39.36,826.58,562.96,263.62
2023-10-04,East,Gadget Y,Customer 20,10,100.29,1002.88,690.23,312.65
2023-10-05,West,Gadget X,Customer 35,17,111.93,1902.76,1166.62,736.14
2023-10-06,South,Gizmo Lite,Customer 5,20,162.81,3256.2,1979.74,1276.46
2023-10-06,West,Widget A,Customer 30,17,25.17,427.92,256.46,171.46
2023-10-07,Central,Gizmo Pro,Customer 34,11,282.44,3106.82,2039.56,1067.26
2023-10-08,North,Widget A,Customer 23,10,25.43,254.29,158.92,95.37
2023-10-10,South,Gadget Y,Customer 13,9,91.29,821.62,437.87,383.75
2023-10-11,Central,Gizmo Pro,Customer 36,22,283.66,6240.63,4323.54,1917.09
2023-10-11,North,Gizmo Pro,Customer 37,12,298.48,3581.73,2395.58,1186.15
2023-10-12,South,Widget A,Customer 24,11,25.05,275.58,144.4,131.18
2023-10-13,Central,Widget B,Customer 29,14,42.62,596.69,318.72,277.97
2023-10-13,North,Gizmo Lite,Customer 3,13,136.03,1768.42,1108.77,659.65
2023-10-14,North,Widget B,Customer 20,7,40.71,284.98,185.33,99.65
2023-10-14,Central,Widget B,Customer 12,13,41.32,537.16,287.42,249.74
2023-10-15,North,Gadget X,Customer 20,2,109.84,219.68,139.01,80.67
2023-10-16,West,Gadget X,Customer 37,3,111.36,334.08,194.82,139.26
2023-10-17,South,Gizmo Lite,Customer 27,22,144.64,3182.19,1894.32,1287.87
2023-10-18,North,Gizmo Pro,Customer 19,14,301.38,4219.37,2412.49,1806.88
2023-10-18,South,Gadget Y,Customer 13,6,101.73,610.37,311.23,299.14
2023-10-18,Central,Widget B,Customer 17,16,38.05,608.85,396.01,212.84
2023-10-19,East,Gadget X,Customer 27,14,111.56,1561.85,834.68,727.17
2023-10-20,North,Gadget X,Customer 29,6,113.08,678.49,344.88,333.61
2023-10-20,North,Gadget X,Customer 22,4,131.9,527.62,348.29,179.33
2023-10-20,Central,Gizmo Pro,Customer 1,23,283.48,6520.09,3494.78,3025.31
2023-10-21,West,Widget B,Customer 35,19,42.29,803.51,434.11,369.4
2023-10-21,South,Widget A,Customer 15,14,27.08,379.11,243.99,135.12
2023-10-22,West,Widget A,Customer 15,18,26.83,482.94,242.43,240.51
2023-10-22,South,Gadget X,Customer 12,3,122.95,368.85,231.02,137.83
2023-10-23,South,Widget B,Customer 3,1,41.38,41.38,21.36,20.02
2023-10-23,West,Gizmo Lite,Customer 38,3,154.17,462.51,319.46,143.05
2023-10-23,South,Gadget Y,Customer 39,8,96.26,770.09,458.37,311.72
2023-10-23,North,Gadget X,Customer 8,24,111.11,2666.7,1470.13,1196.57
2023-10-23,West,Gadget Y,Customer 29,8,101.23,809.85,526.48,283.37
2023-10-23,West,Gadget X,Customer 23,1,110.72,110.72,77.17,33.55
2023-10-24,West,Gizmo Pro,Customer 18,16,296.9,4750.41,2840.02,1910.39
2023-10-25,Central,Gizmo Pro,Customer 12,5,284.34,1421.72,926.4,495.32
2023-10-27,North,Widget B,Customer 9,10,40.04,400.37,209.58,190.79
2023-10-29,North,Gadget X,Customer 24,1,111.1,111.1,57.76,53.34
2023-10-30,North,Widget B,Customer 39,17,38.22,649.67,333.38,316.29
2023-10-31,South,Widget B,Customer 38,19,39.95,759.01,422.51,336.5
2023-10-31,North,Gadget Y,Customer 32,6,96.69,580.12,333.61,246.51
2023-11-02,East,Gizmo Lite,Customer 15,19,162.12,3080.37,1754.74,1325.63
2023-11-03,East,Widget B,Customer 11,23,40.97,942.25,537.53,404.72
2023-11-04,East,Gizmo Lite,Customer 23,7,164.3,1150.08,723.54,426.54
2023-11-05,West,Gizmo Pro,Customer 20,16,281.15,4498.35,2325.62,2172.73
2023-11-06,North,Widget B,Customer 18,19,42.87,814.54,509.72,304.82
2023-11-06,South,Gadget Y,Customer 25,8,87.24,697.91,453.17,244.74
2023-11-06,Central,Widget A,Customer 3,23,26.01,598.25,343.6,254.65
2023-11-07,North,Widget B,Customer 31,12,42.29,507.5,278.49,229.01
2023-11-11,Central,Gizmo Pro,Customer 33,21,276.11,5798.25,3076.39,2721.86
2023-11-13,South,Widget A,Customer 24,20,23.06,461.26,268.25,193.01
2023-11-13,North,Gizmo Lite,Customer 3,6,139.79,838.73,569.71,269.02
2023-11-13,West,Gizmo Lite,Customer 9,6,153.5,920.99,573.4,347.59
2023-11-14,South,Gizmo Lite,Customer 9,24,137.61,3302.71,2058.95,1243.76
2023-11-14,East,Gizmo Lite,Customer 25,3,141.91,425.74,271.21,154.53
2023-11-14,North,Widget A,Customer 19,22,24.16,531.57,271.8,259.77
2023-11-16,South,Gadget Y,Customer 2,9,90.8,817.17,443.02,374.15
2023-11-16,West,Widget A,Customer 10,8,24.17,193.35,108.91,84.44
2023-11-17,Central,Gadget X,Customer 21,21,111.34,2338.06,1374.81,963.25
2023-11-17,West,Gadget Y,Customer 24,22,91.12,2004.7,1268.5,736.2
2023-11-17,West,Gizmo Pro,Customer 7,2,306.15,612.3,368.81,243.49
2023-11-17,East,Gizmo Lite,Customer 13,21,141.44,2970.22,1732.3,1237.92
2023-11-18,Central,Gizmo Lite,Customer 20,9,135.43,1218.83,672.22,546.61
2023-11-19,South,Widget A,Customer 12,5,27.32,136.61,76.21,60.4
2023-11-19,West,Gizmo Pro,Customer 38,13,285.53,3711.86,2090.86,1621.0
2023-11-20,West,Gizmo Lite,Customer 4,6,148.15,888.87,604.68,284.19
2023-11-21,Central,Widget A,Customer 5,18,26.02,468.41,273.81,194.6
2023-11-21,North,Widget A,Customer 10,24,26.51,636.27,367.14,269.13
2023-11-21,Central,Gizmo Pro,Customer 28,11,319.6,3515.63,1849.17,1666.46
2023-11-21,East,Gadget Y,Customer 12,6,94.13,564.76,360.12,204.64
2023-11-21,North,Gadget X,Customer 19,15,130.12,1951.74,1292.86,658.88
2023-11-22,North,Widget B,Customer 39,17,41.52,705.82,437.95,267.87
2023-11-23,North,Widget B,Customer 12,17,43.12,733.03,511.94,221.09
2023-11-23,West,Gizmo Pro,Customer 21,14,316.82,4435.51,2640.31,1795.2
2023-11-23,West,Widget A,Customer 17,24,23.07,553.77,372.15,181.62
2023-11-23,North,Gadget X,Customer 1,4,128.02,512.08,331.88,180.2
2023-11-26,West,Widget A,Customer 15,10,24.88,248.82,157.74,91.08
2023-11-26,Central,Gizmo Lite,Customer 12,24,153.6,3686.5,2047.76,1638.74
2023-11-26,East,Widget B,Customer 15,7,39.53,276.74,147.41,129.33
2023-11-27,East,Gizmo Pro,Customer 36,8,312.48,2499.87,1260.23,1239.64
2023-11-27,South,Gadget Y,Customer 25,7,102.73,719.11,398.69,320.42
2023-11-27,South,Gadget X,Customer 18,3,108.69,326.06,201.07,124.99
2023-11-28,North,Widget A,Customer 39,2,25.84,51.69,32.86,18.83
2023-11-29,Central,Gizmo Pro,Customer 1,8,295.31,2362.48,1375.45,987.03
2023-11-30,East,Gadget X,Customer 15,3,112.61,337.83,178.78,159.05
2023-11-30,South,Widget B,Customer 18,22,39.7,873.42,442.52,430.9
2023-11-30,Central,Gadget X,Customer 9,2,112.35,224.7,115.34,109.36
2023-12-01,South,Widget B,Customer 4,19,36.3,689.66,471.4,218.26
2023-12-01,South,Widget B,Customer 39,16,43.48,695.73,484.2,211.53
2023-12-01,North,Widget A,Customer 18,2,25.07,50.13,34.98,15.15
2023-12-02,North,Widget B,Customer 12,19,42.57,808.92,511.16,297.76
2023-12-04,East,Gadget X,Customer 16,9,112.22,1010.0,508.65,501.35
2023-12-05,West,Gizmo Pro,Customer 15,3,273.07,819.21,474.78,344.43
2023-12-06,South,Gadget X,Customer 18,9,125.11,1126.01,645.49,480.52
2023-12-06,South,Gadget Y,Customer 8,1,94.32,94.32,52.14,42.18
2023-12-06,North,Gadget Y,Customer 7,12,94.91,1138.9,577.28,561.62
2023-12-07,East,Widget A,Customer 30,5,24.49,122.46,76.31,46.15
2023-12-07,East,Gizmo Pro,Customer 38,20,311.07,6221.32,3736.8,2484.52
2023-12-08,West,Widget A,Customer 4,4,24.38,97.53,50.39,47.14
2023-12-09,South,Widget B,Customer 34,13,37.56,488.24,249.75,238.49
2023-12-09,West,Widget B,Customer 21,23,39.45,907.28,616.35,290.93
2023-12-10,West,Gizmo Lite,Customer 2,21,153.52,3224.01,2006.4,1217.61
2023-12-12,West,Gadget Y,Customer 26,8,92.02,736.14,466.26,269.88
2023-12-12,Central,Gadget Y,Customer 26,13,88.14,1145.86,596.03,549.83
2023-12-14,East,Widget B,Customer 28,5,43.8,218.98,152.68,66.3
2023-12-16,North,Gizmo Pro,Customer 17,4,318.37,1273.49,827.33,446.16
2023-12-17,East,Gadget Y,Customer 34,11,86.33,949.64,495.87,453.77
2023-12-18,South,Gadget X,Customer 18,23,113.85,2618.58,1652.8,965.78
2023-12-18,East,Gadget X,Customer 3,10,117.68,1176.78,640.3,536.48
2023-12-20,North,Widget A,Customer 31,10,24.05,240.49,144.66,95.83
2023-12-20,South,Gizmo Pro,Customer 36,8,271.73,2173.82,1366.78,807.04
2023-12-21,North,Gadget X,Customer 18,17,116.68,1983.55,1041.51,942.04
2023-12-21,East,Widget B,Customer 10,3,37.88,113.64,75.69,37.95
2023-12-21,East,Gizmo Lite,Customer 13,13,155.93,2027.12,1016.03,1011.09
2023-12-22,East,Gizmo Lite,Customer 7,5,161.43,807.13,544.3,262.83
2023-12-22,East,Widget A,Customer 36,20,27.23,544.59,304.52,240.07
2023-12-23,West,Gizmo Lite,Customer 29,20,147.67,2953.32,1940.37,1012.95
2023-12-24,West,Gadget X,Customer 8,8,118.71,949.66,602.4,347.26
2023-12-25,North,Gizmo Lite,Customer 4,13,155.74,2024.58,1288.92,735.66
2023-12-25,East,Widget A,Customer 30,17,23.05,391.89,223.74,168.15
2023-12-26,East,Gadget X,Customer 24,5,110.76,553.78,381.17,172.61
2023-12-26,North,Gizmo Lite,Customer 11,12,138.1,1657.18,885.77,771.41
2023-12-27,South,Widget A,Customer 35,23,23.22,533.96,337.22,196.74
2023-12-28,East,Gadget Y,Customer 30,1,94.21,94.21,61.83,32.38
2023-12-29,Central,Widget B,Customer 19,4,37.51,150.03,99.17,50.86
2023-12-29,North,Widget B,Customer 32,2,39.29,78.58,41.28,37.3
2023-12-29,North,Gizmo Pro,Customer 36,19,284.72,5409.7,3126.04,2283.66
2023-12-30,West,Gizmo Pro,Customer 20,9,318.25,2864.21,1676.1,1188.11
2023-12-30,North,Gadget Y,Customer 4,22,103.23,2271.07,1425.05,846.02
2023-12-31,East,Widget A,Customer 8,20,22.52,450.32,282.82,167.5
2023-12-31,West,Gizmo Lite,Customer 19,7,151.24,1058.67,733.23,325.44
2024-01-02,South,Widget A,Customer 29,19,22.88,434.79,231.83,202.96
2024-01-02,Central,Gadget X,Customer 34,23,129.84,2986.28,1921.53,1064.75
2024-01-02,North,Widget B,Customer 12,15,39.5,592.45,370.61,221.84
2024-01-02,South,Gizmo Pro,Customer 9,19,305.37,5801.98,3612.65,2189.33
2024-01-03,Central,Widget A,Customer 9,2,25.84,51.67,25.94,25.73
2024-01-03,West,Widget B,Customer 17,3,41.37,124.11,77.46,46.65
2024-01-04,North,Gadget Y,Customer 25,17,100.63,1710.76,1114.31,596.45
2024-01-04,North,Gizmo Lite,Customer 11,10,145.96,1459.57,886.08,573.49
2024-01-04,South,Gizmo Lite,Customer 3,6,157.45,944.68,514.86,429.82
2024-01-05,West,Widget B,Customer 35,20,41.99,839.74,573.47,266.27
2024-01-09,North,Widget A,Customer 12,7,24.99,174.9,97.97,76.93
2024-01-10,South,Gizmo Lite,Customer 14,24,152.38,3657.18,2313.26,1343.92
2024-01-10,West,Gizmo Lite,Customer 32,5,149.35,746.77,489.96,256.81
2024-01-10,East,Widget B,Customer 35,18,37.65,677.75,381.34,296.41
2024-01-10,South,Gizmo Pro,Customer 20,24,308.59,7406.07,4170.72,3235.35
2024-01-11,South,Gizmo Pro,Customer 26,16,281.59,4505.52,2298.32,2207.2
2024-01-12,West,Widget B,Customer 20,13,36.73,477.5,257.78,219.72
2024-01-12,North,Gizmo Pro,Customer 29,19,284.54,5406.17,2923.1,2483.07
2024-01-12,North,Gadget X,Customer 20,6,110.89,665.36,452.77,212.59
2024-01-14,East,Gizmo Pro,Customer 40,7,313.05,2191.34,1304.06,887.28
2024-01-15,North,Gizmo Pro,Customer 37,12,293.17,3517.99,2435.29,1082.7
2024-01-16,East,Widget B,Customer 40,1,41.0,41.0,26.63,14.37
2024-01-16,West,Gadget Y,Customer 40,9,91.37,822.31,459.43,362.88
2024-01-16,East,Gizmo Lite,Customer 6,2,164.82,329.65,208.46,121.19
2024-01-17,South,Widget A,Customer 25,23,22.71,522.32,362.33,159.99
2024-01-17,Central,Gadget X,Customer 14,6,110.55,663.3,443.35,219.95
2024-01-17,South,Widget B,Customer 9,1,40.3,40.3,20.19,20.11
2024-01-18,South,Gadget Y,Customer 11,7,95.85,670.96,357.65,313.31
2024-01-19,Central,Gizmo Pro,Customer 33,18,313.2,5637.61,3290.1,2347.51
2024-01-19,West,Gizmo Pro,Customer 3,10,304.71,3047.13,1573.89,1473.24
2024-01-20,South,Gizmo Pro,Customer 13,23,308.28,7090.42,4275.77,2814.65
2024-01-21,Central,Gizmo Lite,Customer 4,19,140.0,2659.93,1854.6,805.33
2024-01-21,West,Gadget X,Customer 31,6,129.47,776.84,430.01,346.83
2024-01-22,South,Gadget X,Customer 40,6,111.38,668.26,361.13,307.13
2024-01-24,North,Gadget X,Customer 25,19,113.92,2164.48,1281.21,883.27
2024-01-26,Central,Widget B,Customer 4,14,42.03,588.46,296.34,292.12
2024-01-27,West,Widget A,Customer 5,10,24.29,242.92,127.09,115.83
2024-01-27,South,Gadget X,Customer 33,14,111.37,1559.21,917.74,641.47
2024-01-28,East,Gizmo Pro,Customer 1,21,320.65,6733.67,3554.44,3179.23
2024-01-28,West,Widget B,Customer 13,19,36.25,688.78,432.06,256.72
2024-01-28,Central,Widget B,Customer 29,1,42.73,42.73,21.69,21.04
2024-02-01,West,Gadget X,Customer 11,1,110.89,110.89,67.52,43.37
2024-02-02,South,Gadget Y,Customer 8,7,99.2,694.39,389.98,304.41
2024-02-03,East,Gizmo Pro,Customer 29,8,281.17,2249.35,1273.84,975.51
2024-02-04,West,Widget B,Customer 25,13,38.15,495.89,263.45,232.44
2024-02-05,North,Gizmo Pro,Customer 29,4,304.9,1219.59,716.29,503.3
2024-02-05,North,Gizmo Pro,Customer 22,7,272.04,1904.26,1217.74,686.52
2024-02-06,East,Widget A,Customer 14,24,23.65,567.6,297.49,270.11
2024-02-06,North,Widget A,Customer 40,14,24.7,345.76,215.27,130.49
2024-02-06,South,Gizmo Pro,Customer 30,12,283.88,3406.58,1978.71,1427.87
2024-02-07,West,Gadget X,Customer 20,7,112.18,785.29,501.16,284.13
2024-02-08,North,Widget B,Customer 11,9,36.31,326.8,165.75,161.05
2024-02-08,East,Gadget Y,Customer 20,24,95.82,2299.75,1386.29,913.46
2024-02-09,West,Gadget X,Customer 27,2,116.53,233.06,153.06,80.0
2024-02-09,Central,Gizmo Pro,Customer 6,24,282.06,6769.53,4080.94,2688.59
2024-02-09,North,Gizmo Lite,Customer 4,13,137.79,1791.27,1106.36,684.91
2024-02-10,West,Gadget Y,Customer 30,6,89.49,536.92,357.07,179.85
2024-02-10,East,Gizmo Lite,Customer 37,20,141.26,2825.11,1938.36,886.75
2024-02-12,South,Gizmo Lite,Customer 4,13,162.5,2112.55,1360.76,751.79
2024-02-12,South,Gadget X,Customer 12,17,125.16,2127.7,1169.72,957.98
2024-02-12,East,Gadget Y,Customer 1,10,103.47,1034.73,691.65,343.08
2024-02-13,North,Widget B,Customer 37,16,36.3,580.79,349.1,231.69
2024-02-13,East,Gadget Y,Customer 5,3,95.02,285.07,164.42,120.65
2024-02-15,South,Gizmo Lite,Customer 24,3,146.52,439.56,294.89,144.67
2024-02-15,South,Gizmo Pro,Customer 33,19,286.16,5437.13,2984.03,2453.1
2024-02-16,East,Gizmo Lite,Customer 37,22,163.12,3588.57,2287.99,1300.58
2024-02-17,North,Gadget X,Customer 31,4,122.75,490.98,296.91,194.07
2024-02-18,Central,Gadget Y,Customer 32,19,102.35,1944.68,1223.52,721.16
2024-02-18,South,Gizmo Lite,Customer 9,15,155.21,2328.14,1247.54,1080.6
2024-02-19,East,Gadget Y,Customer 16,7,90.7,634.9,441.89,193.01
2024-02-19,West,Widget B,Customer 32,4,36.31,145.25,96.94,48.31
2024-02-20,East,Gizmo Pro,Customer 21,8,325.75,2605.99,1504.87,1101.12
2024-02-20,East,Gadget X,Customer 17,6,116.83,700.96,439.12,261.84
2024-02-20,West,Gizmo Lite,Customer 35,22,138.97,3057.39,1762.43,1294.96
2024-02-20,South,Gadget Y,Customer 21,6,94.51,567.05,309.13,257.92
2024-02-20,West,Widget A,Customer 28,9,25.18,226.6,151.19,75.41
2024-02-22,West,Gizmo Lite,Customer 6,18,147.52,2655.39,1492.15,1163.24
2024-02-22,Central,Gadget X,Customer 24,7,111.97,783.81,397.22,386.59
2024-02-23,East,Gadget X,Customer 12,20,113.72,2274.38,1239.26,1035.12
2024-02-23,North,Gadget X,Customer 20,4,124.35,497.41,342.24,155.17
2024-02-23,South,Gizmo Lite,Customer 8,12,156.91,1882.86,1156.75,726.11
2024-02-23,South,Gizmo Pro,Customer 15,5,277.38,1386.9,848.41,538.49
2024-02-24,West,Widget A,Customer 22,18,26.81,482.67,287.73,194.94
2024-02-24,South,Gadget X,Customer 6,15,125.49,1882.36,958.86,923.5
2024-02-25,South,Widget B,Customer 32,15,42.47,637.06,364.62,272.44
2024-02-26,West,Gizmo Lite,Customer 35,16,138.04,2208.71,1397.45,811.26
2024-02-26,East,Gizmo Lite,Customer 39,5,160.0,799.98,468.27,331.71
2024-02-26,South,Widget B,Customer 13,17,43.64,741.93,487.73,254.2
